,cos_similarity,match_sentence,post_id,sentence,symptom,user_id
337,0.8181171417236328,dealing with shortness of breath,473610677313020,Shortness of breath is a big struggle.,breathing,100002407335455
338,0.8169996738433838,dealing with shortness of breath,473996450607776,My main issue is shortness of breath.,breathing,100002407335455
339,0.7758636474609375,has anyone else shortness of breath,474320857242002,Has anyone else experienced shortness of breath or pain in their throat area?,breathing,728536505
340,0.7805050611495972,my symptoms included dizzy,474583960549025,I feel dizzy and like my eyes arent mine.,lightheaded,100000121641288
341,0.7618962526321411,has anyone else shortness of breath,474713217202766,Just getting over shortness of breath but all kinds of other weird problems.,breathing,1486554420
342,0.7513483762741089,I felt trouble breathing,474783580529063,Feels like I can't breathe.,breathing,100000317473172
343,0.8103309869766235,I had leg pain,475398297134258,I have such bad leg pain in both legs.,leg,1525447136
344,0.766058623790741,I had leg swelling,475444380462983,"Went to dr today because Ive had a lot of swelling in my feet, ankles and legs.",leg,100001305802527
345,0.7675224542617798,has anyone else leg pain,475913150416106,Anyone suffering with post covid leg pains?,leg,1631264174
346,0.8776426315307617,I experienced leg swelling,476207877053300,Pain and swelling in my legs.,leg,100000143694179
347,0.7706272602081299,I experienced dizzy,477002530307168,"I was having dizziness, but that's gone away.",lightheaded,536464283
348,0.8056365251541138,has anyone else shortness of breath,477095090297912,Have also struggled with this and the shortness of breath.,breathing,100006678756150
349,0.7720872163772583,I had vertigo,477603473580407,"A couple weeks after returning to work, I started having vertigo spells.",lightheaded,100009068053233
350,0.793589174747467,dealing with vertigo,477603473580407,"Now a few months later, the vertigo is pretty persistent and debilitating.",lightheaded,100009068053233
351,0.751567542552948,has anyone else dizzy,477605726913515,I'm wondering has anybody had these dizzy spells from just looking up at the ceiling (like when taking your pills)?,lightheaded,770450231
352,0.7986652255058289,I experienced shortness of breath,477645960242825,My shortness of breath has been bothersome this week.,breathing,1468782161
353,0.7994256019592285,my symptoms included stroke,477712316902856,I was told I have sign of Stroke.,stroke,728778063
354,0.8136718273162842,has anyone else shortness of breath,477715330235888,I still get short of breath easily.,breathing,613198454
355,0.8860516548156738,dealing with leg pain,477802383560516,Any suggestions for leg pain?,leg,100002866374444
356,0.8922996520996094,has anyone else faint,478751500132271,Anyone have trouble with fainting?,lightheaded,504486561
357,0.7777246832847595,dealing with shortness of breath,479010343439720,I have asthma and have been having issues with shortness of breath since January!,breathing,100014589191426
358,0.8358801603317261,has anyone else pulmonary embolism,479016906772397,Anyone diagnosed with pulmonary embolism months after being a long hauler?,pulmonary embolism,100065002399384
359,0.774307370185852,has anyone else leg swelling,479192743421480,Covid back in 2019..still having issues lately leg swelling anyone else experiencing this??,leg,100014092777374
360,0.7614919543266296,I experienced vertigo,479377720069649,I have vertigo my eyes es doing the same thing.,lightheaded,779774306
361,0.7659920454025269,I experienced dizzy,479557490051672,"out & experiencing the same, also dizzy...",lightheaded,1596079904
362,0.8354473114013672,I experienced shortness of breath,480298649977556,Shortness of breath is almost completely gone.,breathing,1106615775
363,0.7504626512527466,I felt shortness of breath,480687983271956,This time shortness of breath.,breathing,48609823
364,0.8958722352981567,I had shortness of breath,480705803270174,Did you have shortness of breath?,breathing,1074952636
365,0.7570325136184692,I experienced stroke,480768549930566,I thought I was have mini stroke.,stroke,100001117688296
366,0.85442054271698,I had vertigo,480822866591801,I also had my vertigo start acting up again.,lightheaded,1230691175
367,0.7697668075561523,I had vertigo,480822866591801,The other night I had vertigo so bad as I was trying to get out of bed to go get something to drink I would so dizzy I could barely stand up.,lightheaded,1230691175
368,0.887508749961853,has anyone else leg pain,480823593258395,Has anyone experienced debilitating leg pain?,leg,100022357643441
369,0.832248330116272,has anyone else trouble breathing,480929846581103,Did you had breathing problems ?,breathing,100058860555562
370,0.7728719711303711,I had leg pain,481082126565875,Then leg/knee pain started.,leg,100000317127942
371,0.8534411787986755,dealing with lightheadedness,481286819878739,"Lightheadedness
is getting worse.",lightheaded,1618443446
372,0.7770172357559204,I had trouble breathing,481558289851592,I went to the ER with trouble breathing.,breathing,100052897744780
373,0.7724742889404297,I experienced trouble breathing,481703313170423,Three weeks ago I began having a very hard time breathing.,breathing,100000605558242
374,0.8706678748130798,has anyone else leg swelling,481887856485302,Anyone having any swelling in there legs or legs feel heavy?,leg,100059397565209
375,0.7528592944145203,my symptoms included lightheadedness,482440773096677,I was good for awhile and now today I have that weird light headed feeling almost like my eyes make me a little lighthead or a very slight dizziness.,lightheaded,1143620045
376,0.810542643070221,I had dizzy,482683899739031,I was dizzy and with blurry vision and brain fog.,lightheaded,626006201
377,0.7876286506652832,dealing with leg pain,483081316365956,I have crippling leg pain in thigh muscles and knee joints.,leg,100000317127942
378,0.783287525177002,I experienced shortness of breath,483086136365474,I feel short of breath all of the time and I never did before all of these things started occurring.,breathing,1161793292
379,0.8281419277191162,has anyone else trouble breathing,483466569660764,Anyone with severe breathing issues at Rest ?,breathing,100003278832640
380,0.8421942591667175,has anyone else leg pain,483507156323372,Has anyone experienced crippling leg pain as a symptom?,leg,100022357643441
381,0.8003929257392883,my symptoms included leg pain,483507156323372,I have a lot of the normal symptoms too but I haven't seen many people talking on leg pain.,leg,100022357643441
382,0.8799344301223755,my symptoms included stroke,483684769638944,I had stroke-like symptoms.,stroke,530361076
383,0.7613654732704163,my symptoms included trouble breathing,484424152898339,"I had the dizzy, sick, aching, numbness and fatigue type symptoms more than breathing difficulties after the first few months.",breathing,100003866192010
384,0.8183754682540894,my symptoms included shortness of breath,484731516200936,"Shortness of breath, fatigue, anxiety and a handful of other odd symptoms.",breathing,100000145906039
385,0.7601895332336426,I experienced shortness of breath,484845122856242,I feel very short of breath still with exertion and Heart rate elevated.,breathing,1083493008
386,0.8124465942382812,I had leg swelling,484919989515422,"Also, my legs were swelling and I was ""pitting"" in my legs.",leg,1035160039
387,0.8961666822433472,has anyone else vertigo,485152099492211,Has anyone experienced Vertigo?,lightheaded,1503790937
388,0.7868891954421997,I had vertigo,485152099492211,Now I have Vertigo and back to being stuck in bed.,lightheaded,1503790937
389,0.7970557808876038,I had leg pain,486522309355190,I'm having horrible left leg pain.,leg,100000143694179
390,0.8072235584259033,dealing with shortness of breath,486763425997745,What did you do to help with your shortness of breath?,breathing,536107413
391,0.7591962814331055,has anyone else dizzy,487391365934951,Is anyone having dizziness when you stand?,lightheaded,1038799533
392,0.8080587387084961,I had dizzy,487776412563113,Was having a lot of dizziness.,lightheaded,1266196250
393,0.8018175363540649,I experienced dizzy,487779112562843,I had dizziness for awhile after.,lightheaded,530361076
394,0.7887415885925293,dealing with vertigo,487779112562843,Physio for vertigo helped a lot.,lightheaded,530361076
395,0.8096982836723328,dealing with vertigo,487779112562843,My Dr also prescribed meds for vertigo as well.,lightheaded,530361076
396,0.8077418804168701,dealing with vertigo,487804262560328,Vertigo medication my dr prescribed.,lightheaded,1663547779
397,0.7970174551010132,dealing with vertigo,487822782558476,I had vertigo and finally went to a physical therapist that specializes in that area.,lightheaded,1629335545
398,0.8121128082275391,dealing with vertigo,487834489223972,I take medicine that helps with the symptoms (vertigo).,lightheaded,100000015231412
399,0.7612004280090332,I had vertigo,487834489223972,"Also, I found certain foods triggered the vertigo.",lightheaded,100000015231412
400,0.7548131942749023,my symptoms included vertigo,487847102556044,ENT confirmed I do not have Vertigo so gotta see Neurologist.,lightheaded,1503790937
401,0.7863065004348755,has anyone else heart issue,487938999213521,"Yes, I suffer the heart issues as well.",heart,100027148150436
402,0.7939234972000122,dealing with vertigo,487942235879864,The exercises they gave me for vertigo made it worse.,lightheaded,1683106129
403,0.8106921911239624,I had vertigo,487985362542218,Yes vertigo.,lightheaded,1618569203
404,0.7825477123260498,my symptoms included shortness of breath,488037072537047,"All my symptoms are now gone, 10 weeks later, except a very mild shortness of breath during activity.",breathing,1819865213
405,0.7990160584449768,dealing with vertigo,488382535835834,My vertigo has been helped with vestibular therapy.,lightheaded,1017565778
406,0.7849843502044678,has anyone else shortness of breath,488492609158160,"My shortness of breath isnt all of the time, but it leads to a weird exhaustion in my abdomen.",breathing,38415168
407,0.7646027207374573,I had shortness of breath,488896219117799,My shortness of breath went away as did my rashes.,breathing,100040047121168
408,0.7890281081199646,I experienced shortness of breath,489118942428860,And I feel like my shortness of breath was not as intense after the session.,breathing,100000145906039
409,0.8237426280975342,has anyone else leg pain,489145809092840,Legs ache anyone?,leg,1034543280
410,0.7977319955825806,I experienced shortness of breath,489811412359613,My shortness of breath has subsided.,breathing,100000418908610
411,0.8036113977432251,my symptoms included shortness of breath,489849995689088,I feel like the shortness of breath is severe but my oxygen levels are fine according to my doc.,breathing,10741906
412,0.754697859287262,has anyone else dizzy,490330308974390,I get dizziness too.,lightheaded,100025558479800
413,0.7517439126968384,I experienced vertigo,490579778649608,I am a lot better Today still some vertigo Thank you for asking,lightheaded,100004143158273
414,0.7556980848312378,my symptoms included trouble breathing,490646575609430,My only lingering symptom is trouble breathing.,breathing,100000566587751
415,0.7699376344680786,I had blood clot,490908488916572,"I swore I had a blood clot, but went to the ER last night and they did a CT Scan along with labs labs labs.",blood clot,514285750
416,0.8716603517532349,has anyone else shortness of breath,491315702209184,I still have shortness of breath but not as often.,breathing,1478606629
417,0.7798064947128296,I had shortness of breath,491379455536142,I had oxygen and the least little movement made me short of breath.,breathing,1526757442
418,0.845766007900238,I experienced shortness of breath,491470955526992,I still get shortness of breath but nothing like before.,breathing,1412323459
419,0.7718584537506104,I had vertigo,491541155519972,"About a month after I got the virus, I had vertigo.",lightheaded,1115551037
420,0.8743995428085327,I experienced shortness of breath,491718395502248,Shortness of breath.,breathing,100040236874140
421,0.8238884210586548,I experienced trouble breathing,492417328765688,I didnt have any problems breathing.,breathing,749002064
422,0.7670094966888428,has anyone else thrombosis,493419148665506,"Has anyone experienced increased platelets/
thrombocytosis?",blood clot,1149404258
423,0.7518998384475708,has anyone else leg pain,493633861977368,Has anyone had problems with their legs?,leg,1571977864
424,0.7601271867752075,my symptoms included shortness of breath,494029581937796,"Tiredness, shortness of breath, body aches,",breathing,100002610072787
425,0.7715314626693726,I felt shortness of breath,494799758527445,I can now do many things without feeling short of breath.,breathing,14211354
426,0.8220065832138062,I experienced dizzy,495526681788086,I had dizziness too.,lightheaded,530361076
427,0.8247976303100586,my symptoms included vertigo,495657768441644,No Vertigo but feel off balance.,lightheaded,1503790937
428,0.7578088641166687,I experienced trouble breathing,497254664948621,I cant even pinpoint anymore when my breathing issues started.,breathing,574306530
429,0.9121143817901611,has anyone else leg pain,497256904948397,Anyone else have foot/ leg pain?,leg,1546636272
430,0.8103059530258179,I experienced shortness of breath,497658028241618,Now I have severe shortness of breath with exertion.,breathing,100000571598811
431,0.8096925020217896,dealing with shortness of breath,498585101482244,What did you do to help with shortness of breath to get better.,breathing,1145551616
432,0.7702537775039673,has anyone else leg pain,498933408114080,Has anyone else had problems with their legs?,leg,728859297
433,0.817952036857605,has anyone else shortness of breath,498966074777480,Shortness of breath is my norm now.,breathing,100000607194606
434,0.7707604169845581,I had pulmonary embolism,499697371371017,The first time I developed a pulmonary embolism after 4 days and was signed off again.,pulmonary embolism,1518392713
435,0.7500696182250977,has anyone else heart problem,499748448032576,Is anyone having heart palpitations?,heart,1841179943
436,0.7911827564239502,I had vertigo,500318501308904,What youre describing sounds to me like exactly what I had when I had vertigo.,lightheaded,842450013
437,0.8518346548080444,dealing with vertigo,500318501308904,Vertigo can be really horrible and then there are some pills (Cant remember which ones but theyre usually used for something else) A general practitioner should be able to help with that.,lightheaded,842450013
438,0.7648243308067322,dealing with vertigo,500339461306808,ENT they can do a procedure in the office non-invasive and it will stop your vertigo,lightheaded,1230691175
439,0.7922825813293457,my symptoms included vertigo,500411311299623,"I also had intermittent bouts with vertigo, ear pain (one ear only) that came and went (plus exhaustion, aches etc.).",lightheaded,1683106129
440,0.782038688659668,dealing with vertigo,500448231295931,I am so sorry you're struggling with the vertigo.,lightheaded,1017565778
441,0.7661994695663452,my symptoms included dizzy,500723527935068,"Occasional dizziness, blurred vision.",lightheaded,1203567857
442,0.7618647813796997,dealing with vertigo,500845391256215,I did some exercises on Youtube search it up vertigo exercises there they worked.,lightheaded,1819952706
443,0.7709723711013794,my symptoms included faint,501971804476907,I have feelings of faint throughout the day and feel exhausted.,lightheaded,530512498
444,0.7607934474945068,my symptoms included heart issue,503686617638759,new symptoms have me worried about my heart now.,heart,1364194553
445,0.7537180185317993,I experienced shortness of breath,503689314305156,also new onset of extreme shortness of breath upon exertion so stopped taking it to see if any relationship,breathing,1364194553
446,0.7702613472938538,my symptoms included shortness of breath,503725160968238,"I have shortness of breath, dizziness.",breathing,826005514
447,0.7602584362030029,has anyone else shortness of breath,503808637626557,Have continued to struggle with shortness of breath and fatigue.,breathing,1201123348
448,0.9155834317207336,has anyone else lightheadedness,503819977625423,Anyone feel lightheaded a lot?,lightheaded,100000616324257
449,0.7938942313194275,I experienced vertigo,503920107615410,I also have experienced post COVID vertigo.,lightheaded,1259165982
450,0.8185031414031982,my symptoms included vertigo,503920107615410,Thankfully after a month or two I have not had any vertigo symptoms.,lightheaded,1259165982
451,0.8678023815155029,I experienced vertigo,503921367615284,Vertigo?,lightheaded,619397675
452,0.7844263315200806,I had vertigo,503922530948501,"15 months in, vertigo was my main culprit.",lightheaded,100008325453744
453,0.8123000860214233,I had vertigo,503924877614933,I got vertigo for the first time 3 wks.,lightheaded,100000413432153
454,0.8395092487335205,I had vertigo,503925197614901,I became severely dehydrated and had vertigo.,lightheaded,1382400122
455,0.8026766777038574,dealing with vertigo,503925197614901,"Of course, I was familiar with vertigo already and have already seen my doctor about it ...",lightheaded,1382400122
456,0.8390475511550903,I had vertigo,503929907614430,I had intense vertigo where I couldnt stand without help.,lightheaded,640091807
457,0.8367717862129211,I had vertigo,503935070947247,I had debilitating vertigo for months.,lightheaded,1343570421
458,0.8007490634918213,my symptoms included vertigo,503955814278506,I have had vertigo off and on since as well.,lightheaded,1492733635
459,0.841418981552124,dealing with vertigo,503961857611235,I too have been suffering from vertigo for the last month.,lightheaded,563679937
460,0.8036153316497803,has anyone else vertigo,503965900944164,"I've had vertigo since Covid, it's no fun but I'm praying it goes away eventually.",lightheaded,596049644
461,0.8526313900947571,has anyone else vertigo,503980554276032,"Vertigo yes, Ive had it for about two months now.",lightheaded,574345021
462,0.7787218689918518,dealing with vertigo,503983687609052,I've been having vertigo for six months now...not so happy to be alive.,lightheaded,1277652513
463,0.832163393497467,I had vertigo,504026734271414,Vertigo went away.,lightheaded,1165729323
464,0.8739181756973267,I experienced vertigo,504026734271414,Experienced flare up of Vertigo.,lightheaded,1165729323
465,0.7551463842391968,I had vertigo,504063130934441,I had severe vertigo and had a chiropractic adjustment - and walked out cured.,lightheaded,100002574867577
466,0.8021528124809265,dealing with vertigo,504087887598632,"When I had vertigo yrs ago my PC Dr gave me exercises to do to alleviate it, Took me 3 months, but it worked..",lightheaded,100000286412980
467,0.7944756746292114,I experienced blood clot,504096764264411,I now experience heavy bleeding and many clots.,blood clot,560328320
468,0.791233479976654,I had increased heart rate,504260090914745,Now I have high heart rate.,heart,1168998726
469,0.7947027683258057,I had vertigo,504339574240130,I had vertigo 24/7 and completely got rid of it,lightheaded,721439581
470,0.7799312472343445,dealing with vertigo,504364594237628,The PT for vertigo is intense but works!,lightheaded,1421269655
471,0.9264616370201111,I had vertigo,504450067562414,I too had vertigo.,lightheaded,100000566587751
472,0.7770293951034546,I experienced heart problem,504665524207535,But now I am having heart problems.,heart,681810874
473,0.7808572053909302,has anyone else shortness of breath,504718224202265,"I rarely get shortness of breath, the fatigue and brain fog is still there but overall Ive come so far!",breathing,100000310228269
474,0.7874552607536316,my symptoms included dizzy,505119470828807,Last two days I havent gotten dizzy.,lightheaded,1224961195
475,0.8194946050643921,has anyone else increased heart rate,505187300822024,Anyone else dealing with elevated heart rate constantly ?,heart,601206081
476,0.8958722352981567,I had shortness of breath,505533804120707,Did you have shortness of breath ?,breathing,1411495609
477,0.7654991149902344,I experienced shortness of breath,505602607447160,The shortness of breath is real.,breathing,514080966
478,0.8076984286308289,has anyone else dizzy,506236227383798,Anyone facing #dizziness ?,lightheaded,1073618680
479,0.7573995590209961,I had shortness of breath,506346674039420,"Then I had fever off and on, shortness of breath.",breathing,726095716
480,0.825569748878479,I experienced trouble breathing,506346674039420,Had issues with breathing for awhile.,breathing,726095716
481,0.7843164205551147,I experienced dizzy,506346674039420,Feel dizziness.,lightheaded,726095716
482,0.7836414575576782,my symptoms included shortness of breath,506435450697209,Fatigue and shortness of breath BIG issues still,breathing,1422930182
483,0.7732524871826172,dealing with shortness of breath,507037793970308,I am still dealing with breathing problems and I have shortness of breath with any activity that I do.,breathing,538350213
484,0.7523414492607117,I felt shortness of breath,508164500524304,"I was exhausted, shortness of breath, just felt horrible.",breathing,1526757442
485,0.7633378505706787,dealing with trouble breathing,508167730523981,Breathing techniques like 4-7-8 will usually help,breathing,100025181911823
486,0.7962206602096558,my symptoms included shortness of breath,508293747178046,I developed asthma & shortness of breath,breathing,100004547830065
487,0.7878012657165527,my symptoms included vertigo,508305683843519,I have not had any vertigo for a week and a half.,lightheaded,100003554156039
488,0.7525397539138794,my symptoms included leg pain,508319830508771,Constant leg and arm pain.,leg,100000616324257
489,0.7609106302261353,dealing with leg pain,508319830508771,The leg pain bothers me the most because it affects my daily life the most.,leg,100000616324257
490,0.7618186473846436,has anyone else rapid heartbeat,508580963815991,Anyone else have issues with a crazy high heart rate that would not come down?,heart,1064816703
491,0.8743995428085327,I experienced shortness of breath,508900887117332,Shortness of breath.,breathing,712384185
492,0.7578595876693726,has anyone else dizzy,509025823771505,I still have some dizzy spells.,lightheaded,500098950
493,0.7650974988937378,my symptoms included dizzy,509025823771505,"I still get dizzy but not as bad, I get fatigued half days and I have more of a temper.",lightheaded,500098950
494,0.839611291885376,has anyone else stroke,509114187096002,anyone experience a mini stroke ?,stroke,100000732848549
495,0.7744511365890503,I had leg swelling,509198287087592,My feet/legs still swollen but thankfully not as bad.,leg,100065604706591
496,0.8046400547027588,my symptoms included trouble breathing,509203683753719,Had minimal symptoms but my lungs were 30% compromised and I was having a hard time breathing.,breathing,1553285323
497,0.8260341882705688,I experienced shortness of breath,509203683753719,still have shortness of breath.,breathing,1553285323
498,0.7587384581565857,dealing with dizzy,509243577083063,go to a physical therapist for your dizziness.,lightheaded,1629335545
499,0.7772482633590698,my symptoms included faint,509472400393514,"Dizziness, fatigue, inflammation, pain everywhere, just yesterday I fainted out of no where!",lightheaded,533011117
500,0.7915370464324951,has anyone else leg swelling,509742323699855,Anyone else experience random swelling bouts?,leg,1694421130
501,0.7888296842575073,dealing with shortness of breath,510004963673591,How long will the shortness of breath last,breathing,1266455518
502,0.8130298852920532,my symptoms included blood clot,510461190294635,When I had these symptoms they suspected blood clot and did a CT scan,blood clot,1129171825
503,0.7533814907073975,has anyone else trouble breathing,510492233624864,"I have no difficulty breathing but it is irritating and sometimes makes moving around, especially getting up, difficult.",breathing,100023712605781
504,0.7693915367126465,I experienced pulmonary embolism,510537670286987,"Could be a pulmonary embolism I
Would get to the ER",pulmonary embolism,16303420
505,0.7736900448799133,I had stroke,510589970281757,I think I may have had a mini stroke.,stroke,1606555007
506,0.7516357898712158,I had trouble breathing,510615963612491,I couldn't walk or breathe.,breathing,100038831979747
507,0.7581305503845215,dealing with trouble breathing,510711483602939,If your struggling bad to breathe try to focus your mind on something else.,breathing,100006694232996
508,0.7527492642402649,dealing with vertigo,510782910262463,"Experiencing vertigo:giddine
ss and balance issues.",lightheaded,563679937
509,0.8656702637672424,I experienced lightheadedness,512275226779898,I get lightheaded at times.,lightheaded,100000616324257
510,0.7995885610580444,my symptoms included blood clot,512296580111096,Similar symptoms as you except i have heart rhythm issues instead of blood clots,blood clot,1645437718
511,0.7609537243843079,I experienced shortness of breath,512437663430321,Shortness of breath and fast heart rate finally resolving.,breathing,1048234526
512,0.8202264904975891,my symptoms included shortness of breath,512447583429329,Severe shortness of breath and severe fatigue.,breathing,100008178612209
513,0.769136905670166,my symptoms included shortness of breath,513128993361188,I have muscle soreness and weakness along with shortness of breath.,breathing,1057699801
514,0.7588934898376465,I felt dizzy,513133173360770,I felt dizzy doing it anyone else,lightheaded,1041467067
515,0.7660900950431824,I experienced shortness of breath,513194660021288,I was told if youre not having shortness of breath not to take it.,breathing,100006078182420
516,0.8900684118270874,dealing with trouble breathing,513692193304868,Breathing issues,breathing,1059091075
517,0.7629755735397339,dealing with trouble breathing,513771333296954,Do breathing exercises.,breathing,100010114804143
518,0.753349781036377,dealing with vertigo,513888476618573,It helps me tolerate the vertigo a lot.,lightheaded,1409114547
519,0.7515844702720642,my symptoms included vertigo,513948669945887,"Now in June, I have had such dizziness, Im assuming its vertigo, never had this, its horrible.",lightheaded,1556220828
520,0.7632068395614624,I had leg pain,513980646609356,Within 45 minutes to an hour the pain in my legs had went away.,leg,1371155541
521,0.832267165184021,I had vertigo,514247413249346,I had vertigo for about 4 months.,lightheaded,1509759513
522,0.76233971118927,dealing with vertigo,514248493249238,I have vertigo since covid in October...,lightheaded,1509356879
523,0.791473388671875,I had vertigo,514331389907615,Terrible vertigo!!!,lightheaded,100001430088480
524,0.7589111328125,my symptoms included dizzy,514335426573878,Dizzy and really off in terms of my balance and such.,lightheaded,1165647527
525,0.7680853605270386,dealing with dizzy,514687096538711,Keep getting really dizzy spells.,lightheaded,711247479
526,0.7530022859573364,I had leg swelling,515474529793301,I had massive swelling in torso.,leg,1384978113
527,0.7959411144256592,I experienced leg pain,515865696420851,Legs hurt after a while also.,leg,1357505801
528,0.8759739995002747,has anyone else leg swelling,515972826410138,Anyone notice swelling in there lower legs?,leg,644449513
529,0.7662096619606018,has anyone else palpitation,516401449700609,I have had terrible palpitations.,heart,876655187
530,0.7872200012207031,my symptoms included dizzy,516401679700586,I think this dizzy feeling that I have is more Vertigo than dizzy.,lightheaded,1192605690
531,0.7915152907371521,dealing with vertigo,516401679700586,Ive suffered from bouts of vertigo thru most of my adult life.,lightheaded,1192605690
532,0.8713390827178955,my symptoms included stroke,517089296298491,What were your stroke symptoms?,stroke,1153682748
533,0.7944602966308594,my symptoms included stroke,517250929615661,"I had ""stroke-like"" symptoms start in November.",stroke,1085871873
534,0.7977985143661499,I had palpitation,517669432907144,I had high palpitations,heart,1143620045
535,0.9446964859962463,I had blood clot,517795756227845,I had blood clots.,blood clot,100005215840216
536,0.7685421705245972,has anyone else heart problem,517984239542330,"If you have not already, I suggest checking in with your doctor about heart related issues.",heart,100010893784118
537,0.7764561176300049,has anyone else blood clot,518129499527804,Have you been examined for persistent blood clots ?,blood clot,100000243950707
538,0.7567384839057922,my symptoms included shortness of breath,518228196184601,"I feel strongly that I am experiencing long haulers symptoms, the shortness of breath is not getting better.",breathing,100003714691772
539,0.7663002014160156,has anyone else leg pain,518282089512545,Anyone having horrible leg pain on period?,leg,100001669104256
540,0.8092158436775208,I experienced blood clot,518513462822741,"If you think you have a blood clot, get it checked ASAP.",blood clot,695024845
541,0.759553849697113,I had blood clot,518577732816314,I had blood clots in my legs and could not feel them.,blood clot,1101904970
542,0.7553555965423584,I had pulmonary embolism,518577732816314,I ended up with Pulmonary Embolism and had to be hospitalized for 4 days while receiving an intensive blood thinner treatment.,pulmonary embolism,1101904970
543,0.7786107063293457,I had leg swelling,518614319479322,"My leg swelled, was hot to touch and painful.",leg,100021568044272
544,0.8228940963745117,my symptoms included blood clot,518673612806726,Anyone else get all these symptoms people are talking about but dont have any blood clots?,blood clot,100051957674909
545,0.8323760032653809,I had leg swelling,518674459473308,I was in excruciating pain and my leg swelled horribly.,leg,100009347697923
546,0.8009613156318665,I had leg pain,518707092803378,Horrible leg pain and foot pain.,leg,1116916539
547,0.7877501845359802,I experienced blood clot,518707092803378,I thought I had a blood clot but I had ultrasounds and blood flow was fine.,blood clot,1116916539
548,0.8985085487365723,has anyone else dizzy,518767646130656,Does anyone feel dizzy ?,lightheaded,100003765587545
549,0.8545648455619812,I had leg swelling,518780326129388,Leg swelled and got very hard...,leg,1486554420
550,0.8047165274620056,dealing with vertigo,518792666128154,I have had terrible vertigo for the last 10 days.,lightheaded,1618443446
551,0.7591071128845215,I experienced vertigo,518792666128154,This constant vertigo is nee.,lightheaded,1618443446
552,0.7896102666854858,I had blood clot,518846416122779,I had Blood Clots in my lungs and in both legs!,blood clot,1374904383
553,0.7611858248710632,has anyone else trouble breathing,519341206073300,I still struggle with breathing.,breathing,675873264
554,0.8743995428085327,I experienced shortness of breath,519823609358393,Shortness of breath.,breathing,514080966
555,0.817750096321106,dealing with vertigo,519996082674479,My doctor has started me on vertigo meds to see if it helps.,lightheaded,645615354
556,0.8183930516242981,I had vertigo,520401122633975,"4 weeks ago, I developed Vertigo, which I never had in my life.",lightheaded,1556220828
557,0.7718421220779419,has anyone else stroke,520981695909251,Has anyone experienced minor strokes as a long-hauler?,stroke,1542006027
558,0.7787320017814636,my symptoms included shortness of breath,521201952553892,Dizziness and shortness of breath.,breathing,1399841241
559,0.8148967027664185,I experienced shortness of breath,521202645887156,I have exactly the same - random shortness of breath for no apparent reason.,breathing,100006647887235
560,0.7555719614028931,my symptoms included shortness of breath,521204522553635,Fatigue shortness of breath body aches so bad,breathing,1252929040
561,0.840657114982605,I experienced leg pain,521206572553430,Leg pains!,leg,784602767
562,0.7717354893684387,I experienced shortness of breath,521210115886409,Shortness of breath has been my worst lingering symptom as well.,breathing,715495554
563,0.8488602638244629,I experienced leg pain,521210689219685,Leg pain!,leg,712088064
564,0.823763370513916,I experienced shortness of breath,521214675885953,Random shortness of breath.,breathing,100000190300349
565,0.7529032230377197,has anyone else trouble breathing,521216875885733,Anyone else being having more problems with feeling like they can't take deep breath or catch their breath lately?,breathing,100003388999820
566,0.9121804237365723,dealing with shortness of breath,521217352552352,Shortness of breath,breathing,100025919512989
567,0.7857460975646973,my symptoms included shortness of breath,521231682550919,Shortness of breath and fatigue now 14 months later,breathing,100003150391891
568,0.8241926431655884,dealing with shortness of breath,521236772550410,The shortness of breath is horrible,breathing,100000192061254
569,0.7657663822174072,I experienced vertigo,521242245883196,"Try not to think about it 
My crazy is vertigo every morning",lightheaded,822331165
570,0.784958004951477,has anyone else shortness of breath,521252835882137,Its been a year I still get short of breath.,breathing,1430370764
571,0.7913691997528076,dealing with shortness of breath,521272519213502,Shortness of breath and insomnia,breathing,1651720214
572,0.7507275938987732,I felt trouble breathing,521317449209009,Feels like I cant breathe.,breathing,40507055
573,0.7592474222183228,I experienced shortness of breath,521349032539184,"Random shortness of breath for me, feeling so very tired all of a sudden,,,I hate that",breathing,100001189744202
574,0.8056864738464355,I had trouble breathing,521353962538691,Still trouble breathing.,breathing,17506099
575,0.7709804773330688,dealing with vertigo,521392052534882,The vertigo is so very bad.,lightheaded,100015813691978
576,0.7954789996147156,my symptoms included stroke,521392052534882,My body is acting like I had a stroke but I did not.,stroke,100015813691978
577,0.7727701663970947,my symptoms included shortness of breath,521395862534501,"Shortness of breath, headached and body aches.",breathing,100000739811367
578,0.7503201961517334,I experienced shortness of breath,521417002532387,Same here shortness of breath has been part of my life ‍ i dont know when its gonna end,breathing,100010157403374
579,0.8707876205444336,dealing with shortness of breath,521427205864700,I have such trouble with shortness of breath.,breathing,100000623280767
580,0.791972279548645,has anyone else shortness of breath,521591895848231,"That shortness of breath is horrible, but I know I'm not as bad as many.",breathing,100000467923038
581,0.7607988119125366,my symptoms included shortness of breath,521598015847619,"Shortness of breathe, chest pain, and terrible fatigue.",breathing,574345021
582,0.7500752806663513,I experienced dizzy,521635689177185,I get weird dizzy feelings off and on,lightheaded,1489599451
583,0.8056918382644653,I experienced shortness of breath,521879752486112,I get random episodes of shortness of breath.,breathing,1081754138
